time	bass	mid	treble	bass_att	mid_att	treb_att	beat_raw	beat	beat_bass	beat_mid	beat_treble	sub_bass	low_bass	low_mid	mid_high	high_mid	high
9.350	0.4975	0.4223	0.4424	0.4228	0.4033	0.3427	0.0385	0.0193	0.0829	0.6816	0.0083	0.2260	0.3015	0.4968	0.3831	0.1144	0.0869
9.367	0.4800	0.4101	0.4201	0.4224	0.4015	0.3410	0.0318	0.0159	0.0685	0.5627	0.0069	0.2181	0.2910	0.4843	0.3692	0.1087	0.0824
9.383	0.4777	0.4045	0.4072	0.4236	0.4007	0.3406	0.0263	0.0131	0.0565	0.4645	0.0057	0.2155	0.2905	0.4801	0.3620	0.1052	0.0801
9.399	0.4808	0.4029	0.3892	0.4254	0.4005	0.3389	0.0217	0.0108	0.0467	0.3837	0.0047	0.2141	0.2930	0.4817	0.3555	0.1006	0.0764
9.417	0.4910	0.4018	0.3716	0.4281	0.4003	0.3368	0.0179	0.0090	0.0385	0.3168	0.0039	0.2158	0.3007	0.4844	0.3488	0.0963	0.0725
9.433	0.4910	0.4018	0.3716	0.4281	0.4003	0.3368	0.0148	0.0074	0.0318	0.2616	0.0032	0.2158	0.3007	0.4844	0.3488	0.0963	0.0725
9.450	0.5042	0.4035	0.3583	0.4314	0.4007	0.3352	0.0122	0.0061	0.0263	0.2160	0.0026	0.2223	0.3086	0.4893	0.3463	0.0932	0.0693
9.466	0.5226	0.4083	0.3494	0.4356	0.4017	0.3341	0.0101	0.0050	0.0217	0.1784	0.0022	0.2332	0.3190	0.4973	0.3472	0.0910	0.0672
9.483	0.5437	0.4118	0.3411	0.4406	0.4025	0.3329	0.0083	0.0042	0.0179	0.1472	0.0018	0.2468	0.3316	0.5048	0.3454	0.0889	0.0655
9.500	0.5437	0.4118	0.3411	0.4406	0.4025	0.3329	0.0069	0.0034	0.0148	0.1215	0.0015	0.2468	0.3316	0.5048	0.3454	0.0889	0.0655
9.517	0.5485	0.4105	0.3289	0.4438	0.4025	0.3308	0.0057	0.0028	0.0122	0.1003	0.0012	0.2458	0.3356	0.5063	0.3397	0.0857	0.0629
9.533	0.5486	0.4066	0.3177	0.4465	0.4019	0.3286	0.0047	0.0023	0.0101	0.0828	0.0010	0.2502	0.3348	0.5034	0.3333	0.0828	0.0606
9.550	0.5547	0.4070	0.3091	0.4499	0.4021	0.3267	0.8256	0.4128	0.0083	0.8256	0.0008	0.2493	0.3403	0.5070	0.3288	0.0804	0.0591
9.566	0.5353	0.4007	0.3016	0.4500	0.4011	0.3249	0.6817	0.3409	0.0069	0.6817	0.0007	0.2379	0.3296	0.4995	0.3233	0.0784	0.0576
9.583	0.5353	0.4007	0.3016	0.4500	0.4011	0.3249	0.5628	0.2814	0.0057	0.5628	0.0006	0.2379	0.3296	0.4995	0.3233	0.0784	0.0576
9.600	0.5350	0.3987	0.2937	0.4521	0.4007	0.3228	0.4647	0.2324	0.8256	0.4647	0.0005	0.2365	0.3301	0.4988	0.3180	0.0762	0.0562
9.617	0.5135	0.3911	0.2895	0.4514	0.3992	0.3213	0.3836	0.1918	0.6815	0.3836	0.0004	0.2257	0.3179	0.4885	0.3134	0.0749	0.0555
9.634	0.5154	0.3953	0.2912	0.4532	0.3998	0.3208	0.3166	0.1583	0.5624	0.3166	0.0003	0.2252	0.3194	0.4935	0.3167	0.0752	0.0559
9.650	0.5154	0.3953	0.2912	0.4532	0.3998	0.3208	0.2612	0.1306	0.4642	0.2612	0.0003	0.2252	0.3194	0.4935	0.3167	0.0752	0.0559
9.667	0.5025	0.3974	0.2921	0.4531	0.4001	0.3202	0.2156	0.1078	0.3830	0.2156	0.0002	0.2191	0.3125	0.4950	0.3201	0.0753	0.0561
9.684	0.4884	0.3951	0.2894	0.4525	0.3995	0.3190	0.1779	0.0889	0.3161	0.1779	0.0002	0.2118	0.3042	0.4919	0.3192	0.0745	0.0555
9.700	0.4686	0.3873	0.2838	0.4508	0.3980	0.3172	0.1468	0.0734	0.2609	0.1468	0.0001	0.2011	0.2932	0.4821	0.3139	0.0730	0.0544
9.716	0.4515	0.3820	0.2795	0.4491	0.3967	0.3155	0.1212	0.0606	0.2154	0.1212	0.0001	0.1936	0.2825	0.4749	0.3107	0.0718	0.0535
9.734	0.4515	0.3820	0.2795	0.4491	0.3967	0.3155	0.1001	0.0500	0.1778	0.1001	0.0001	0.1936	0.2825	0.4749	0.3107	0.0718	0.0535
9.751	0.4274	0.3695	0.2717	0.4460	0.3940	0.3131	0.0826	0.0413	0.1467	0.0826	0.0001	0.1829	0.2678	0.4589	0.3012	0.0696	0.0522
9.767	0.4057	0.3543	0.2633	0.4427	0.3905	0.3105	0.0682	0.0341	0.1211	0.0682	0.0001	0.1739	0.2542	0.4392	0.2896	0.0672	0.0509
9.784	0.3846	0.3370	0.2570	0.4390	0.3863	0.3081	0.0563	0.0281	0.0999	0.0563	0.0001	0.1652	0.2406	0.4172	0.2769	0.0652	0.0501
9.800	0.3841	0.3243	0.2473	0.4375	0.3826	0.3050	0.0464	0.0232	0.0825	0.0464	0.0000	0.1664	0.2403	0.4041	0.2621	0.0623	0.0488
9.817	0.3841	0.3243	0.2473	0.4375	0.3826	0.3050	0.0383	0.0192	0.0681	0.0383	0.0000	0.1664	0.2403	0.4041	0.2621	0.0623	0.0488
9.834	0.3777	0.3104	0.2409	0.4353	0.3785	0.3023	0.0316	0.0158	0.0562	0.0316	0.0000	0.1661	0.2356	0.3871	0.2502	0.0602	0.0481
9.850	0.3628	0.2925	0.2318	0.4319	0.3734	0.2990	0.0261	0.0131	0.0464	0.0261	0.0000	0.1630	0.2251	0.3651	0.2353	0.0575	0.0468
9.866	0.3566	0.2806	0.2232	0.4294	0.3691	0.2957	0.0216	0.0108	0.0383	0.0216	0.0000	0.1625	0.2206	0.3511	0.2241	0.0552	0.0453
9.883	0.3566	0.2806	0.2232	0.4294	0.3691	0.2957	0.0178	0.0089	0.0316	0.0178	0.0000	0.1625	0.2206	0.3511	0.2241	0.0552	0.0453
9.901	0.3551	0.2709	0.2168	0.4273	0.3651	0.2927	0.0147	0.0073	0.0261	0.8253	0.0000	0.1626	0.2190	0.3397	0.2153	0.0534	0.0441
9.916	0.3456	0.2578	0.2080	0.4243	0.3602	0.2891	0.0121	0.0061	0.0215	0.6815	0.0000	0.1633	0.2111	0.3235	0.2044	0.0511	0.0425
9.934	0.3452	0.2494	0.2014	0.4222	0.3560	0.2858	0.0100	0.0050	0.0178	0.5624	0.0000	0.1656	0.2100	0.3134	0.1970	0.0495	0.0411
9.951	0.3501	0.2573	0.2071	0.4209	0.3548	0.2847	0.0083	0.0041	0.0147	0.4641	0.0000	0.1665	0.2148	0.3227	0.2036	0.0511	0.0418
9.966	0.3803	0.2907	0.2280	0.4231	0.3586	0.2867	0.0068	0.0034	0.0121	0.3833	0.0000	0.1750	0.2355	0.3624	0.2330	0.0568	0.0451
9.983	0.3803	0.2907	0.2280	0.4231	0.3586	0.2867	0.0056	0.0028	0.0100	0.3164	0.0000	0.1750	0.2355	0.3624	0.2330	0.0568	0.0451
10.000	0.3807	0.3112	0.2431	0.4220	0.3608	0.2881	0.0046	0.0023	0.0083	0.2612	0.0000	0.1698	0.2376	0.3863	0.2525	0.0609	0.0474
10.017	0.3925	0.3319	0.2538	0.4225	0.3635	0.2890	0.8256	0.4128	0.8256	0.2157	0.0000	0.1727	0.2464	0.4111	0.2704	0.0641	0.0488
10.034	0.3937	0.3475	0.2640	0.4219	0.3656	0.2900	0.6814	0.3407	0.6814	0.1780	0.0000	0.1701	0.2484	0.4298	0.2843	0.0668	0.0502
10.051	0.3937	0.3475	0.2640	0.4219	0.3656	0.2900	0.5624	0.2812	0.5624	0.1469	0.0000	0.1701	0.2484	0.4298	0.2843	0.0668	0.0502
10.066	0.3982	0.3606	0.2710	0.4218	0.3676	0.2907	0.4645	0.2322	0.4645	0.1213	0.0000	0.1726	0.2507	0.4443	0.2970	0.0690	0.0509
10.084	0.4064	0.3743	0.2806	0.4223	0.3700	0.2920	0.3834	0.1917	0.3834	0.1001	0.0000	0.1742	0.2570	0.4610	0.3089	0.0715	0.0526
10.101	0.4055	0.3844	0.2863	0.4218	0.3720	0.2928	0.3164	0.1582	0.3164	0.0827	0.0000	0.1711	0.2574	0.4728	0.3184	0.0731	0.0532
10.117	0.4183	0.3949	0.2890	0.4230	0.3744	0.2931	0.2612	0.1306	0.2612	0.0682	0.0000	0.1760	0.2652	0.4856	0.3274	0.0741	0.0531
10.133	0.4183	0.3949	0.2890	0.4230	0.3744	0.2931	0.2158	0.1079	0.2158	0.0564	0.0000	0.1760	0.2652	0.4856	0.3274	0.0741	0.0531
10.150	0.4328	0.3989	0.2867	0.4248	0.3756	0.2926	0.1781	0.0891	0.1781	0.0465	0.0000	0.1882	0.2729	0.4920	0.3286	0.0737	0.0523
10.167	0.4728	0.4103	0.2943	0.4302	0.3784	0.2939	0.1470	0.0735	0.1470	0.0384	0.0000	0.2134	0.2953	0.5066	0.3375	0.0756	0.0537
10.184	0.4643	0.4136	0.2959	0.4302	0.3798	0.2942	0.1214	0.0607	0.1214	0.0317	0.0000	0.2109	0.2898	0.5104	0.3404	0.0759	0.0539
10.200	0.4566	0.4162	0.2980	0.4300	0.3812	0.2946	0.1002	0.0501	0.1002	0.0262	0.0000	0.2066	0.2853	0.5132	0.3439	0.0764	0.0543
10.217	0.4566	0.4162	0.2980	0.4300	0.3812	0.2946	0.0827	0.0414	0.0827	0.0216	0.0000	0.2066	0.2853	0.5132	0.3439	0.0764	0.0543
10.232	0.4505	0.4205	0.2997	0.4299	0.3828	0.2950	0.0683	0.0342	0.0683	0.0179	0.0000	0.1999	0.2827	0.5180	0.3470	0.0767	0.0545
10.250	0.4334	0.4160	0.3034	0.4282	0.3830	0.2958	0.0564	0.0282	0.0564	0.0147	0.0000	0.1890	0.2728	0.5117	0.3461	0.0773	0.0557
10.267	0.4416	0.4207	0.3037	0.4294	0.3847	0.2961	0.0466	0.0233	0.0466	0.8256	0.0000	0.1987	0.2765	0.5174	0.3493	0.0773	0.0557
10.283	0.4416	0.4207	0.3037	0.4294	0.3847	0.2961	0.0385	0.0192	0.0385	0.6816	0.0000	0.1987	0.2765	0.5174	0.3493	0.0773	0.0557
10.300	0.4367	0.4247	0.3109	0.4291	0.3863	0.2976	0.0318	0.0159	0.0318	0.5629	0.0000	0.1945	0.2743	0.5227	0.3530	0.0781	0.0584
10.317	0.4491	0.4453	0.3256	0.4309	0.3912	0.3007	0.0262	0.0131	0.0262	0.4648	0.0000	0.1982	0.2828	0.5471	0.3715	0.0815	0.0615
10.333	0.4860	0.4753	0.3400	0.4362	0.3982	0.3041	0.0216	0.0108	0.0216	0.3837	0.0000	0.2056	0.3090	0.5869	0.3920	0.0849	0.0644
10.350	0.5204	0.4978	0.3546	0.4419	0.4044	0.3078	0.0179	0.0089	0.0179	0.3168	0.8256	0.2213	0.3306	0.6155	0.4100	0.0883	0.0672
10.367	0.5204	0.4978	0.3546	0.4419	0.4044	0.3078	0.0148	0.0074	0.0148	0.2616	0.6817	0.2213	0.3306	0.6155	0.4100	0.0883	0.0672
10.383	0.5375	0.5171	0.3653	0.4461	0.4104	0.3110	0.0122	0.0061	0.0122	0.2160	0.5629	0.2232	0.3434	0.6405	0.4247	0.0909	0.0692
10.400	0.5502	0.5341	0.3718	0.4501	0.4164	0.3136	0.0101	0.0050	0.0101	0.1783	0.4647	0.2231	0.3533	0.6624	0.4376	0.0928	0.0698
10.417	0.5721	0.5609	0.3866	0.4555	0.4244	0.3178	0.0083	0.0042	0.0083	0.1472	0.3837	0.2282	0.3685	0.6951	0.4607	0.0970	0.0714
10.433	0.5721	0.5609	0.3866	0.4555	0.4244	0.3178	0.0069	0.0034	0.0069	0.1215	0.3167	0.2282	0.3685	0.6951	0.4607	0.0970	0.0714
10.450	0.5857	0.5882	0.4112	0.4602	0.4330	0.3242	0.8256	0.4128	0.0057	0.1003	0.2615	0.2296	0.3782	0.7257	0.4872	0.1035	0.0751
10.467	0.6233	0.6384	0.4538	0.4683	0.4464	0.3345	0.6815	0.3408	0.8255	0.0828	0.2159	0.2396	0.4042	0.7624	0.5339	0.1144	0.0822
10.483	0.6007	0.6317	0.4563	0.4693	0.4500	0.3380	0.5626	0.2813	0.6815	0.0684	0.1782	0.2296	0.3904	0.7551	0.5326	0.1154	0.0819
10.500	0.6045	0.6483	0.4778	0.4731	0.4577	0.3450	0.4645	0.2322	0.5626	0.8255	0.1471	0.2292	0.3933	0.7752	0.5514	0.1209	0.0855
10.516	0.6045	0.6483	0.4778	0.4731	0.4577	0.3450	0.3835	0.1918	0.4645	0.6816	0.1215	0.2292	0.3933	0.7752	0.5514	0.1209	0.0855
10.533	0.5917	0.6463	0.4920	0.4748	0.4622	0.3511	0.3166	0.1583	0.3835	0.5627	0.1003	0.2250	0.3847	0.7709	0.5557	0.1244	0.0880
10.550	0.6100	0.6715	0.5184	0.4801	0.4716	0.3596	0.2614	0.1307	0.3166	0.4645	0.0828	0.2337	0.3959	0.7989	0.5838	0.1314	0.0918
10.567	0.6230	0.6938	0.5423	0.4851	0.4809	0.3682	0.2158	0.1079	0.2613	0.3835	0.0683	0.2352	0.4051	0.8258	0.6061	0.1372	0.0964
10.583	0.6230	0.6938	0.5423	0.4851	0.4809	0.3682	0.1781	0.0890	0.2157	0.3165	0.0564	0.2352	0.4051	0.8258	0.6061	0.1372	0.0964
10.600	0.6107	0.6940	0.5450	0.4870	0.4863	0.3731	0.1470	0.0735	0.1781	0.2613	0.0466	0.2292	0.3973	0.8265	0.6094	0.1380	0.0964
10.617	0.6193	0.7145	0.5611	0.4912	0.4955	0.3805	0.1213	0.0607	0.1470	0.2156	0.8253	0.2326	0.4027	0.8497	0.6315	0.1425	0.0983
10.633	0.5873	0.6995	0.5523	0.4903	0.4981	0.3834	0.1002	0.0501	0.1214	0.1781	0.6817	0.2191	0.3820	0.8308	0.6207	0.1402	0.0968
10.650	0.5710	0.6893	0.5471	0.4906	0.5013	0.3867	0.0827	0.0414	0.1002	0.1470	0.5627	0.2131	0.3712	0.8197	0.6130	0.1387	0.0960
10.666	0.5710	0.6893	0.5471	0.4906	0.5013	0.3867	0.0683	0.0342	0.0827	0.1214	0.4646	0.2131	0.3712	0.8197	0.6130	0.1387	0.0960
10.683	0.5692	0.6901	0.5505	0.4924	0.5062	0.3914	0.0564	0.0282	0.0683	0.1002	0.3836	0.2119	0.3697	0.8210	0.6154	0.1394	0.0967
10.700	0.5623	0.6832	0.5541	0.4934	0.5096	0.3961	0.0466	0.0233	0.0564	0.0827	0.3167	0.2142	0.3638	0.8129	0.6109	0.1399	0.0978
10.717	0.5495	0.6790	0.5720	0.4935	0.5132	0.4035	0.0384	0.0192	0.0465	0.0683	0.2614	0.2079	0.3557	0.8052	0.6122	0.1438	0.1019
10.733	0.5378	0.6723	0.5840	0.4934	0.5161	0.4100	0.0317	0.0159	0.0384	0.0564	0.2158	0.2026	0.3481	0.7955	0.6098	0.1463	0.1048
10.750	0.5378	0.6723	0.5840	0.4934	0.5161	0.4100	0.0262	0.0131	0.0317	0.0465	0.1781	0.2026	0.3481	0.7955	0.6098	0.1463	0.1048
10.767	0.6274	0.6769	0.5963	0.5062	0.5209	0.4167	0.0216	0.0108	0.0262	0.0384	0.1470	0.2771	0.3986	0.8052	0.6095	0.1487	0.1078
10.783	0.6996	0.6934	0.6153	0.5187	0.5280	0.4248	0.0178	0.0089	0.0216	0.8255	0.1214	0.4130	0.4852	0.8288	0.6186	0.1526	0.1123
10.800	0.7577	0.7090	0.6134	0.5309	0.5351	0.4293	0.0147	0.0074	0.0178	0.6814	0.1002	0.4787	0.5342	0.8517	0.6276	0.1526	0.1109
10.817	0.7577	0.7090	0.6134	0.5309	0.5351	0.4293	0.0122	0.0061	0.0147	0.5624	0.0827	0.4787	0.5342	0.8517	0.6276	0.1526	0.1109
10.833	0.7946	0.7155	0.6042	0.5415	0.5407	0.4322	0.0100	0.0050	0.0122	0.4643	0.0683	0.4899	0.5394	0.8632	0.6287	0.1509	0.1081
10.850	0.8326	0.7216	0.6065	0.5528	0.5463	0.4370	0.8255	0.4127	0.0100	0.3832	0.0563	0.4961	0.5504	0.8702	0.6345	0.1517	0.1076
10.867	0.8430	0.7211	0.6070	0.5613	0.5507	0.4414	0.6814	0.3407	0.0083	0.3164	0.0465	0.4956	0.5439	0.8679	0.6363	0.1519	0.1071
10.883	0.8272	0.7027	0.5969	0.5663	0.5515	0.4437	0.5626	0.2813	0.0068	0.2612	0.0384	0.4783	0.5220	0.8453	0.6205	0.1492	0.1053
10.900	0.8272	0.7027	0.5969	0.5663	0.5515	0.4437	0.4643	0.2322	0.0056	0.2156	0.0317	0.4783	0.5220	0.8453	0.6205	0.1492	0.1053
10.917	0.8515	0.6996	0.5929	0.5761	0.5547	0.4468	0.3833	0.1916	0.8255	0.1780	0.8255	0.4883	0.5330	0.8422	0.6164	0.1483	0.1041
10.933	0.8389	0.6917	0.5924	0.5815	0.5569	0.4504	0.3164	0.1582	0.6814	0.1469	0.6814	0.4669	0.5244	0.8301	0.6131	0.1482	0.1036
10.950	0.8103	0.6802	0.5906	0.5842	0.5582	0.4537	0.2611	0.1306	0.5624	0.1212	0.5624	0.4402	0.5065	0.8161	0.6026	0.1473	0.1037
10.967	0.8103	0.6802	0.5906	0.5842	0.5582	0.4537	0.2155	0.1078	0.4642	0.1001	0.4642	0.4402	0.5065	0.8161	0.6026	0.1473	0.1037
10.983	0.8312	0.6762	0.5916	0.5927	0.5605	0.4573	0.1779	0.0890	0.3832	0.0826	0.3832	0.4394	0.5172	0.8121	0.5975	0.1472	0.1040
11.000	0.8545	0.7089	0.6189	0.6018	0.5696	0.4659	0.1469	0.0734	0.3163	0.0682	0.3163	0.4525	0.5298	0.8373	0.6310	0.1542	0.1081
11.017	0.8691	0.7411	0.6585	0.6101	0.5792	0.4772	0.1213	0.0606	0.2611	0.8254	0.2611	0.4557	0.5378	0.8591	0.6671	0.1639	0.1147
11.032	0.8519	0.7734	0.7041	0.6144	0.5894	0.4904	0.1001	0.0501	0.2157	0.6818	0.2157	0.4328	0.5299	0.8779	0.7061	0.1771	0.1243
11.050	0.8519	0.7734	0.7041	0.6144	0.5894	0.4904	0.0827	0.0413	0.1780	0.5627	0.1780	0.4328	0.5299	0.8779	0.7061	0.1771	0.1243
11.067	0.8353	0.7810	0.7327	0.6182	0.5955	0.5012	0.0682	0.0341	0.1469	0.4645	0.1469	0.4224	0.5193	0.8854	0.7191	0.1835	0.1296
11.083	0.8136	0.7878	0.7595	0.6209	0.6015	0.5122	0.0563	0.0282	0.1213	0.3834	0.8255	0.4032	0.5074	0.8929	0.7316	0.1894	0.1349
11.100	0.7835	0.7886	0.7849	0.6218	0.6063	0.5232	0.0465	0.0232	0.1001	0.3165	0.6813	0.3765	0.4918	0.8917	0.7387	0.1950	0.1399
11.117	0.7835	0.7886	0.7849	0.6218	0.6063	0.5232	0.0384	0.0192	0.0826	0.2612	0.5624	0.3765	0.4918	0.8917	0.7387	0.1950	0.1399
11.134	0.7501	0.7821	0.8137	0.6215	0.6097	0.5353	0.0317	0.0158	0.0682	0.2156	0.4641	0.3576	0.4706	0.8791	0.7415	0.2030	0.1469
11.150	0.7388	0.7878	0.8387	0.6233	0.6152	0.5471	0.0261	0.0131	0.0563	0.1780	0.3832	0.3429	0.4662	0.8826	0.7534	0.2106	0.1533
11.166	0.7077	0.7846	0.8483	0.6222	0.6189	0.5563	0.0216	0.0108	0.0465	0.1470	0.3164	0.3230	0.4479	0.8760	0.7563	0.2124	0.1550
11.183	0.6901	0.7860	0.8377	0.6220	0.6234	0.5617	0.0178	0.0089	0.0384	0.1213	0.2612	0.3082	0.4383	0.8795	0.7574	0.2097	0.1523
11.200	0.6901	0.7860	0.8377	0.6220	0.6234	0.5617	0.0147	0.0074	0.0317	0.1001	0.2156	0.3082	0.4383	0.8795	0.7574	0.2097	0.1523
11.217	0.6727	0.7871	0.8396	0.6215	0.6277	0.5690	0.0121	0.0061	0.0262	0.0827	0.1780	0.2908	0.4296	0.8825	0.7594	0.2100	0.1523
11.233	0.6528	0.7801	0.8569	0.6202	0.6304	0.5791	0.0100	0.0050	0.0216	0.0682	0.1469	0.2762	0.4183	0.8704	0.7582	0.2138	0.1557
11.250	0.6226	0.7713	0.8761	0.6171	0.6325	0.5898	0.0083	0.0041	0.0178	0.8255	0.8255	0.2580	0.4002	0.8512	0.7617	0.2214	0.1618
11.267	0.6053	0.7668	0.8927	0.6149	0.6352	0.6001	0.0068	0.0034	0.0147	0.6815	0.6815	0.2481	0.3889	0.8351	0.7699	0.2316	0.1704
11.283	0.6053	0.7668	0.8927	0.6149	0.6352	0.6001	0.0056	0.0028	0.0121	0.5626	0.5626	0.2481	0.3889	0.8351	0.7699	0.2316	0.1704
11.300	0.5920	0.7680	0.9071	0.6130	0.6388	0.6103	0.8255	0.4127	0.0100	0.4644	0.4644	0.2447	0.3795	0.8264	0.7822	0.2416	0.1784
11.317	0.5841	0.7753	0.9195	0.6114	0.6434	0.6201	0.6814	0.3407	0.0083	0.3834	0.3834	0.2366	0.3754	0.8278	0.7978	0.2494	0.1842
11.333	0.5737	0.7774	0.9303	0.6093	0.6471	0.6297	0.5626	0.2813	0.0068	0.3165	0.3165	0.2288	0.3692	0.8228	0.8083	0.2553	0.1887
11.350	0.5737	0.7774	0.9303	0.6093	0.6471	0.6297	0.4645	0.2322	0.0056	0.2613	0.2613	0.2288	0.3692	0.8228	0.8083	0.2553	0.1887
11.367	0.5696	0.7888	0.9396	0.6079	0.6526	0.6391	0.3834	0.1917	0.0047	0.2157	0.2157	0.2222	0.3672	0.8300	0.8264	0.2633	0.1948
11.383	0.5632	0.7935	0.9477	0.6061	0.6569	0.6482	0.3165	0.1583	0.0038	0.1781	0.1781	0.2211	0.3618	0.8281	0.8391	0.2704	0.2003
11.399	0.5615	0.7965	0.9547	0.6048	0.6609	0.6571	0.2614	0.1307	0.0032	0.1471	0.1471	0.2216	0.3597	0.8257	0.8485	0.2765	0.2054
11.417	0.5571	0.7962	0.9608	0.6031	0.6643	0.6658	0.2158	0.1079	0.0026	0.1214	0.1214	0.2201	0.3558	0.8175	0.8563	0.2835	0.2112
11.432	0.5571	0.7962	0.9608	0.6031	0.6643	0.6658	0.1782	0.0891	0.0022	0.1003	0.1003	0.2201	0.3558	0.8175	0.8563	0.2835	0.2112
11.450	0.5523	0.8014	0.9660	0.6013	0.6686	0.6743	0.1471	0.0736	0.0018	0.0828	0.0828	0.2202	0.3517	0.8143	0.8707	0.2919	0.2177
11.467	0.5443	0.7990	0.9706	0.5991	0.6715	0.6825	0.1215	0.0607	0.0015	0.0683	0.0683	0.2130	0.3472	0.8068	0.8733	0.2967	0.2220
11.483	0.5381	0.7988	0.9745	0.5969	0.6747	0.6905	0.1003	0.0501	0.0012	0.0564	0.8255	0.2086	0.3429	0.7982	0.8812	0.3053	0.2294
11.500	0.5381	0.7988	0.9745	0.5969	0.6747	0.6905	0.0828	0.0414	0.0010	0.0466	0.6815	0.2086	0.3429	0.7982	0.8812	0.3053	0.2294
11.516	0.5410	0.8016	0.9779	0.5957	0.6784	0.6984	0.0683	0.0342	0.0008	0.8256	0.5626	0.2098	0.3438	0.7960	0.8893	0.3113	0.2342
11.533	0.5456	0.8141	0.9809	0.5950	0.6839	0.7060	0.0564	0.0282	0.0007	0.6816	0.4645	0.2101	0.3460	0.8057	0.9041	0.3182	0.2398
11.550	0.5390	0.8189	0.9834	0.5929	0.6881	0.7134	0.0466	0.0233	0.0006	0.5627	0.3834	0.2083	0.3412	0.8082	0.9131	0.3239	0.2449
11.567	0.5274	0.8187	0.9857	0.5900	0.6914	0.7207	0.0384	0.0192	0.0005	0.4644	0.3165	0.2032	0.3333	0.8057	0.9159	0.3263	0.2471
11.583	0.5274	0.8187	0.9857	0.5900	0.6914	0.7207	0.0317	0.0159	0.0004	0.3834	0.2613	0.2032	0.3333	0.8057	0.9159	0.3263	0.2471
11.600	0.5206	0.8184	0.9876	0.5875	0.6945	0.7278	0.0262	0.0131	0.0003	0.3165	0.2157	0.1973	0.3289	0.8042	0.9173	0.3292	0.2500
11.616	0.5111	0.8155	0.9892	0.5846	0.6971	0.7346	0.0216	0.0108	0.0003	0.2613	0.1781	0.1961	0.3214	0.7969	0.9186	0.3321	0.2526
11.633	0.4974	0.8101	0.9907	0.5809	0.6991	0.7413	0.0179	0.0089	0.0002	0.2157	0.1470	0.1882	0.3128	0.7881	0.9160	0.3337	0.2547
11.650	0.4974	0.8101	0.9907	0.5809	0.6991	0.7413	0.0147	0.0074	0.0002	0.1781	0.1213	0.1882	0.3128	0.7881	0.9160	0.3337	0.2547
11.667	0.4923	0.8071	0.9919	0.5781	0.7013	0.7479	0.0122	0.0061	0.0001	0.1470	0.1002	0.1829	0.3098	0.7840	0.9143	0.3353	0.2564
11.683	0.4880	0.8060	0.9930	0.5754	0.7038	0.7543	0.0100	0.0050	0.0001	0.1213	0.0827	0.1781	0.3070	0.7822	0.9147	0.3369	0.2578
11.700	0.4845	0.8045	0.9939	0.5727	0.7061	0.7605	0.0083	0.0041	0.0001	0.1001	0.0682	0.1764	0.3041	0.7783	0.9157	0.3366	0.2574
11.717	0.4781	0.8045	0.9948	0.5697	0.7086	0.7666	0.8254	0.4127	0.0001	0.0826	0.8254	0.1726	0.2998	0.7735	0.9202	0.3407	0.2610
11.734	0.4781	0.8045	0.9948	0.5697	0.7086	0.7666	0.6811	0.3406	0.0001	0.0682	0.6811	0.1726	0.2998	0.7735	0.9202	0.3407	0.2610
11.751	0.4811	0.8027	0.9955	0.5677	0.7107	0.7725	0.5621	0.2810	0.0001	0.0563	0.5621	0.1746	0.3005	0.7703	0.9199	0.3423	0.2623
11.767	0.4858	0.8089	0.9961	0.5662	0.7142	0.7782	0.4639	0.2320	0.0000	0.0464	0.4639	0.1732	0.3035	0.7776	0.9263	0.3441	0.2632
11.783	0.4942	0.8115	0.9966	0.5652	0.7171	0.7839	0.3830	0.1915	0.0000	0.0383	0.3830	0.1784	0.3071	0.7820	0.9276	0.3436	0.2626
11.800	0.4956	0.8101	0.9970	0.5636	0.7192	0.7893	0.3162	0.1581	0.0000	0.0317	0.3162	0.1783	0.3074	0.7806	0.9274	0.3464	0.2658
11.817	0.4956	0.8101	0.9970	0.5636	0.7192	0.7893	0.2610	0.1305	0.0000	0.0261	0.2610	0.1783	0.3074	0.7806	0.9274	0.3464	0.2658
11.832	0.4908	0.8030	0.9974	0.5613	0.7201	0.7946	0.2156	0.1078	0.0000	0.0216	0.2156	0.1759	0.3039	0.7750	0.9188	0.3439	0.2644
11.850	0.4893	0.7949	0.9978	0.5593	0.7207	0.7998	0.1780	0.0890	0.0000	0.0178	0.1780	0.1749	0.3021	0.7672	0.9098	0.3421	0.2633
11.867	0.4814	0.7766	0.9981	0.5565	0.7191	0.8049	0.1469	0.0734	0.0000	0.0147	0.1469	0.1752	0.2957	0.7483	0.8900	0.3371	0.2601
11.884	0.4814	0.7766	0.9981	0.5565	0.7191	0.8049	0.1212	0.0606	0.0000	0.0121	0.1212	0.1752	0.2957	0.7483	0.8900	0.3371	0.2601
11.900	0.4746	0.7663	0.9983	0.5537	0.7186	0.8098	0.1001	0.0500	0.0000	0.8254	0.8254	0.1703	0.2916	0.7372	0.8798	0.3362	0.2605
11.916	0.4678	0.7644	0.9986	0.5508	0.7195	0.8147	0.0826	0.0413	0.0000	0.6815	0.6815	0.1655	0.2874	0.7333	0.8796	0.3368	0.2610
11.933	0.4658	0.7612	0.9988	0.5484	0.7200	0.8193	0.0682	0.0341	0.0000	0.5626	0.5626	0.1644	0.2854	0.7276	0.8778	0.3366	0.2611
