time	bass	mid	treble	bass_att	mid_att	treb_att	beat_raw	beat	beat_bass	beat_mid	beat_treble	sub_bass	low_bass	low_mid	mid_high	high_mid	high
6.751	0.3982	0.4602	0.3106	0.4380	0.4516	0.3182	0.0068	0.0034	0.0147	0.5622	0.2611	0.1437	0.2378	0.5475	0.4159	0.0914	0.0620
6.767	0.3976	0.4566	0.3140	0.4370	0.4511	0.3187	0.8253	0.4126	0.0122	0.4639	0.2155	0.1424	0.2373	0.5430	0.4138	0.0921	0.0630
6.784	0.3995	0.4475	0.3135	0.4362	0.4496	0.3185	0.6812	0.3406	0.0100	0.3829	0.1779	0.1442	0.2386	0.5331	0.4053	0.0916	0.0632
6.800	0.3978	0.4378	0.3118	0.4351	0.4477	0.3180	0.5625	0.2812	0.0083	0.3162	0.1469	0.1480	0.2362	0.5206	0.3970	0.0910	0.0630
6.817	0.3978	0.4378	0.3118	0.4351	0.4477	0.3180	0.4643	0.2322	0.0068	0.2610	0.1212	0.1480	0.2362	0.5206	0.3970	0.0910	0.0630
6.833	0.3995	0.4296	0.3102	0.4343	0.4459	0.3176	0.3833	0.1916	0.8255	0.2155	0.1001	0.1473	0.2377	0.5122	0.3891	0.0902	0.0630
6.850	0.3968	0.4219	0.3088	0.4331	0.4440	0.3171	0.3164	0.1582	0.6815	0.1779	0.0826	0.1461	0.2361	0.5034	0.3818	0.0897	0.0628
6.866	0.3913	0.4114	0.3044	0.4315	0.4415	0.3161	0.2612	0.1306	0.5627	0.1469	0.0682	0.1434	0.2329	0.4907	0.3722	0.0883	0.0618
6.884	0.3805	0.4064	0.3023	0.4290	0.4398	0.3154	0.2156	0.1078	0.4644	0.1212	0.8253	0.1381	0.2272	0.4849	0.3680	0.0877	0.0613
6.900	0.3805	0.4064	0.3023	0.4290	0.4398	0.3154	0.1780	0.0890	0.3834	0.1001	0.6814	0.1381	0.2272	0.4849	0.3680	0.0877	0.0613
6.917	0.3717	0.3985	0.2959	0.4267	0.4374	0.3138	0.1469	0.0734	0.3164	0.0826	0.5623	0.1337	0.2224	0.4759	0.3603	0.0859	0.0599
6.934	0.3651	0.3913	0.2894	0.4244	0.4351	0.3122	0.1212	0.0606	0.2611	0.0682	0.4641	0.1309	0.2185	0.4678	0.3531	0.0840	0.0585
6.950	0.3642	0.3848	0.2834	0.4228	0.4327	0.3104	0.1001	0.0500	0.2156	0.0563	0.3831	0.1314	0.2177	0.4604	0.3465	0.0822	0.0572
6.967	0.3642	0.3848	0.2834	0.4228	0.4327	0.3104	0.0826	0.0413	0.1780	0.0465	0.3163	0.1314	0.2177	0.4604	0.3465	0.0822	0.0572
6.984	0.3576	0.3812	0.2800	0.4204	0.4309	0.3091	0.0682	0.0341	0.1469	0.0383	0.2610	0.1292	0.2137	0.4563	0.3437	0.0813	0.0564
7.000	0.3452	0.3743	0.2758	0.4172	0.4283	0.3076	0.0563	0.0281	0.1212	0.0316	0.2154	0.1256	0.2060	0.4467	0.3385	0.0800	0.0554
7.017	0.3407	0.3718	0.2752	0.4148	0.4264	0.3067	0.0465	0.0232	0.1000	0.0261	0.1778	0.1224	0.2038	0.4431	0.3376	0.0798	0.0553
7.034	0.3350	0.3699	0.2754	0.4122	0.4247	0.3059	0.0383	0.0192	0.0826	0.0216	0.1468	0.1199	0.2007	0.4408	0.3367	0.0797	0.0555
7.051	0.3350	0.3699	0.2754	0.4122	0.4247	0.3059	0.0316	0.0158	0.0682	0.0178	0.1211	0.1199	0.2007	0.4408	0.3367	0.0797	0.0555
7.067	0.3289	0.3652	0.2697	0.4094	0.4224	0.3041	0.0261	0.0131	0.0563	0.0147	0.1000	0.1164	0.1973	0.4355	0.3320	0.0781	0.0542
7.084	0.3215	0.3631	0.2660	0.4064	0.4206	0.3025	0.0216	0.0108	0.0464	0.8254	0.0825	0.1132	0.1931	0.4331	0.3300	0.0770	0.0533
7.100	0.3174	0.3593	0.2620	0.4037	0.4184	0.3008	0.0178	0.0089	0.0383	0.6813	0.0681	0.1124	0.1904	0.4287	0.3267	0.0759	0.0523
7.117	0.3174	0.3593	0.2620	0.4037	0.4184	0.3008	0.0147	0.0073	0.0316	0.5623	0.0562	0.1124	0.1904	0.4287	0.3267	0.0759	0.0523
7.133	0.3057	0.3526	0.2573	0.4000	0.4156	0.2989	0.0121	0.0061	0.0261	0.4642	0.0464	0.1077	0.1836	0.4199	0.3212	0.0746	0.0512
7.150	0.3100	0.3698	0.2772	0.3982	0.4173	0.3016	0.0100	0.0050	0.0216	0.3832	0.0383	0.1091	0.1861	0.4343	0.3442	0.0805	0.0548
7.166	0.4422	0.3814	0.2913	0.4132	0.4183	0.3037	0.0083	0.0041	0.0178	0.3165	0.0316	0.1947	0.2473	0.4505	0.3524	0.0839	0.0585
7.183	0.5502	0.3899	0.2958	0.4281	0.4190	0.3042	0.0068	0.0034	0.0147	0.2613	0.0261	0.2995	0.3138	0.4628	0.3571	0.0852	0.0593
7.200	0.5502	0.3899	0.2958	0.4281	0.4190	0.3042	0.0056	0.0028	0.0121	0.2157	0.0216	0.2995	0.3138	0.4628	0.3571	0.0852	0.0593
7.217	0.5899	0.3879	0.2956	0.4364	0.4178	0.3040	0.0047	0.0023	0.0100	0.1781	0.0178	0.3449	0.3215	0.4583	0.3577	0.0852	0.0588
7.233	0.5968	0.3865	0.2957	0.4411	0.4168	0.3038	0.0038	0.0019	0.0083	0.1471	0.0147	0.3515	0.3193	0.4556	0.3573	0.0852	0.0587
7.250	0.6219	0.3855	0.2984	0.4484	0.4159	0.3041	0.0032	0.0016	0.0068	0.1214	0.0121	0.3681	0.3245	0.4535	0.3573	0.0858	0.0594
7.266	0.6219	0.3855	0.2984	0.4484	0.4159	0.3041	0.0026	0.0013	0.0056	0.1003	0.0100	0.3681	0.3245	0.4535	0.3573	0.0858	0.0594
7.283	0.5944	0.3827	0.2977	0.4492	0.4146	0.3038	0.0022	0.0011	0.0047	0.0828	0.0083	0.3593	0.3067	0.4479	0.3571	0.0856	0.0589
7.299	0.5664	0.3771	0.2964	0.4492	0.4127	0.3034	0.0018	0.0009	0.0038	0.0684	0.0068	0.3424	0.2921	0.4399	0.3538	0.0851	0.0587
7.317	0.5629	0.3735	0.2942	0.4517	0.4111	0.3028	0.8255	0.4128	0.0032	0.8255	0.0056	0.3397	0.2883	0.4343	0.3516	0.0845	0.0581
7.333	0.5300	0.3717	0.2925	0.4502	0.4099	0.3023	0.6814	0.3407	0.0026	0.6814	0.0047	0.3142	0.2725	0.4300	0.3512	0.0841	0.0574
7.350	0.5300	0.3717	0.2925	0.4502	0.4099	0.3023	0.5627	0.2813	0.0022	0.5627	0.0038	0.3142	0.2725	0.4300	0.3512	0.0841	0.0574
7.366	0.4855	0.3668	0.2962	0.4464	0.4080	0.3027	0.4646	0.2323	0.0018	0.4646	0.0032	0.2851	0.2525	0.4218	0.3504	0.0849	0.0584
7.383	0.4572	0.3631	0.2949	0.4437	0.4062	0.3023	0.3836	0.1918	0.0015	0.3836	0.0026	0.2618	0.2408	0.4169	0.3477	0.0845	0.0581
7.400	0.4285	0.3602	0.2927	0.4403	0.4046	0.3017	0.3167	0.1583	0.0012	0.3167	0.0022	0.2371	0.2289	0.4122	0.3462	0.0839	0.0575
7.416	0.3924	0.3385	0.2759	0.4353	0.3993	0.2983	0.2615	0.1308	0.0010	0.2615	0.0018	0.2139	0.2110	0.3875	0.3252	0.0790	0.0542
7.433	0.3924	0.3385	0.2759	0.4353	0.3993	0.2983	0.2159	0.1079	0.0008	0.2159	0.0015	0.2139	0.2110	0.3875	0.3252	0.0790	0.0542
7.450	0.3550	0.3113	0.2563	0.4293	0.3927	0.2940	0.1782	0.0891	0.0007	0.1782	0.0012	0.1930	0.1911	0.3563	0.2993	0.0732	0.0505
7.467	0.3160	0.2869	0.2384	0.4223	0.3860	0.2897	0.1471	0.0736	0.0006	0.1471	0.0010	0.1710	0.1703	0.3279	0.2762	0.0680	0.0471
7.483	0.2935	0.2666	0.2231	0.4167	0.3797	0.2855	0.1215	0.0607	0.0005	0.1215	0.0008	0.1578	0.1583	0.3049	0.2564	0.0635	0.0442
7.500	0.2935	0.2666	0.2231	0.4167	0.3797	0.2855	0.1003	0.0501	0.0004	0.1003	0.0007	0.1578	0.1583	0.3049	0.2564	0.0635	0.0442
7.516	0.2740	0.2513	0.2107	0.4110	0.3739	0.2816	0.0828	0.0414	0.0003	0.0828	0.0006	0.1453	0.1488	0.2879	0.2411	0.0600	0.0418
7.533	0.2620	0.2371	0.1994	0.4060	0.3681	0.2777	0.0683	0.0342	0.0003	0.0683	0.0005	0.1359	0.1437	0.2721	0.2267	0.0567	0.0396
7.550	0.2651	0.2258	0.1907	0.4028	0.3627	0.2740	0.0564	0.0282	0.0002	0.0564	0.0004	0.1375	0.1435	0.2603	0.2144	0.0541	0.0380
7.566	0.4073	0.2769	0.2131	0.4178	0.3689	0.2762	0.0466	0.0233	0.0002	0.0466	0.0003	0.2850	0.2774	0.3310	0.2448	0.0604	0.0423
7.583	0.4073	0.2769	0.2131	0.4178	0.3689	0.2762	0.0384	0.0192	0.0001	0.0384	0.0003	0.2850	0.2774	0.3310	0.2448	0.0604	0.0423
7.600	0.5221	0.2961	0.2194	0.4326	0.3702	0.2758	0.0317	0.0159	0.0001	0.0317	0.0002	0.3863	0.3361	0.3575	0.2561	0.0623	0.0432
7.617	0.5974	0.3091	0.2251	0.4447	0.3707	0.2754	0.0262	0.0131	0.0001	0.0262	0.0002	0.4177	0.3608	0.3751	0.2649	0.0638	0.0441
7.634	0.6047	0.3178	0.2348	0.4495	0.3708	0.2760	0.0216	0.0108	0.0001	0.0216	0.0001	0.4124	0.3496	0.3851	0.2735	0.0662	0.0463
7.650	0.6047	0.3178	0.2348	0.4495	0.3708	0.2760	0.0178	0.0089	0.0001	0.0178	0.0001	0.4124	0.3496	0.3851	0.2735	0.0662	0.0463
7.667	0.6419	0.3337	0.2391	0.4583	0.3725	0.2757	0.0147	0.0074	0.0001	0.0147	0.0001	0.4205	0.3672	0.4059	0.2821	0.0675	0.0469
7.684	0.6681	0.3464	0.2437	0.4664	0.3739	0.2757	0.0122	0.0061	0.0000	0.0122	0.0001	0.4164	0.3826	0.4266	0.2872	0.0686	0.0479
7.700	0.6860	0.3542	0.2448	0.4738	0.3747	0.2751	0.0100	0.0050	0.0000	0.0100	0.0001	0.4142	0.3852	0.4371	0.2911	0.0689	0.0478
7.717	0.6487	0.3537	0.2434	0.4743	0.3741	0.2740	0.0083	0.0041	0.0000	0.0083	0.0001	0.3964	0.3661	0.4374	0.2900	0.0685	0.0473
7.734	0.6487	0.3537	0.2434	0.4743	0.3741	0.2740	0.0068	0.0034	0.0000	0.0068	0.0000	0.3964	0.3661	0.4374	0.2900	0.0685	0.0473
7.750	0.6150	0.3551	0.2444	0.4743	0.3738	0.2735	0.0056	0.0028	0.0000	0.0056	0.0000	0.3633	0.3491	0.4385	0.2917	0.0687	0.0474
7.766	0.5915	0.3545	0.2433	0.4748	0.3732	0.2725	0.0047	0.0023	0.0000	0.0047	0.0000	0.3412	0.3361	0.4370	0.2921	0.0684	0.0469
7.784	0.5637	0.3473	0.2396	0.4742	0.3714	0.2711	0.0038	0.0019	0.0000	0.0038	0.0000	0.3213	0.3200	0.4268	0.2875	0.0674	0.0461
7.800	0.5637	0.3473	0.2396	0.4742	0.3714	0.2711	0.0032	0.0016	0.0000	0.0032	0.0000	0.3213	0.3200	0.4268	0.2875	0.0674	0.0461
7.817	0.5295	0.3436	0.2372	0.4719	0.3701	0.2698	0.0026	0.0013	0.0000	0.0026	0.0000	0.2913	0.3034	0.4218	0.2849	0.0667	0.0455
7.834	0.4916	0.3348	0.2334	0.4685	0.3677	0.2683	0.0022	0.0011	0.0000	0.0022	0.0000	0.2639	0.2833	0.4095	0.2793	0.0656	0.0447
7.851	0.4733	0.3356	0.2330	0.4666	0.3671	0.2673	0.0018	0.0009	0.0000	0.0018	0.0000	0.2446	0.2750	0.4102	0.2800	0.0654	0.0445
7.866	0.4616	0.3337	0.2356	0.4653	0.3659	0.2669	0.0015	0.0007	0.0000	0.0015	0.0000	0.2373	0.2684	0.4070	0.2800	0.0658	0.0453
7.884	0.4616	0.3337	0.2356	0.4653	0.3659	0.2669	0.0012	0.0006	0.0000	0.0012	0.0000	0.2373	0.2684	0.4070	0.2800	0.0658	0.0453
7.901	0.4633	0.3385	0.2358	0.4654	0.3660	0.2662	0.0010	0.0005	0.0000	0.0010	0.0000	0.2317	0.2710	0.4131	0.2826	0.0659	0.0451
7.917	0.4658	0.3420	0.2420	0.4657	0.3660	0.2666	0.0008	0.0004	0.0000	0.0008	0.0000	0.2278	0.2742	0.4178	0.2859	0.0672	0.0467
7.933	0.4651	0.3430	0.2385	0.4656	0.3656	0.2653	0.0007	0.0003	0.0000	0.0007	0.0000	0.2209	0.2758	0.4207	0.2839	0.0663	0.0459
7.950	0.4657	0.3455	0.2402	0.4657	0.3655	0.2650	0.0006	0.0003	0.0000	0.0006	0.0000	0.2160	0.2782	0.4248	0.2840	0.0665	0.0465
7.967	0.4734	0.3455	0.2363	0.4667	0.3650	0.2636	0.0005	0.0002	0.0000	0.0005	0.0000	0.2178	0.2819	0.4265	0.2815	0.0654	0.0456
7.983	0.4734	0.3455	0.2363	0.4667	0.3650	0.2636	0.0004	0.0002	0.0000	0.0004	0.0000	0.2178	0.2819	0.4265	0.2815	0.0654	0.0456
8.000	0.4863	0.3483	0.2355	0.4685	0.3650	0.2628	0.0003	0.0002	0.0000	0.0003	0.0000	0.2282	0.2895	0.4308	0.2820	0.0652	0.0453
8.017	0.4892	0.3499	0.2339	0.4694	0.3649	0.2618	0.0003	0.0001	0.0000	0.0003	0.0000	0.2242	0.2927	0.4341	0.2817	0.0647	0.0448
8.033	0.4881	0.3527	0.2326	0.4697	0.3650	0.2608	0.0002	0.0001	0.0000	0.0002	0.0000	0.2226	0.2929	0.4373	0.2836	0.0645	0.0443
8.050	0.4881	0.3527	0.2326	0.4697	0.3650	0.2608	0.0002	0.0001	0.0000	0.0002	0.0000	0.2226	0.2929	0.4373	0.2836	0.0645	0.0443
8.066	0.4813	0.3540	0.2314	0.4693	0.3650	0.2599	0.0001	0.0001	0.0000	0.0001	0.0000	0.2157	0.2906	0.4399	0.2838	0.0641	0.0438
8.084	0.4812	0.3547	0.2325	0.4696	0.3648	0.2594	0.0001	0.0001	0.0000	0.0001	0.0000	0.2164	0.2907	0.4403	0.2847	0.0644	0.0440
8.100	0.4770	0.3532	0.2317	0.4693	0.3643	0.2585	0.0001	0.0001	0.0000	0.0001	0.0000	0.2131	0.2887	0.4388	0.2830	0.0641	0.0439
8.117	0.4720	0.3536	0.2296	0.4689	0.3641	0.2575	0.0001	0.0000	0.0000	0.0001	0.0000	0.2116	0.2856	0.4393	0.2827	0.0635	0.0432
8.133	0.4720	0.3536	0.2296	0.4689	0.3641	0.2575	0.0001	0.0000	0.0000	0.0001	0.0000	0.2116	0.2856	0.4393	0.2827	0.0635	0.0432
8.150	0.4563	0.3498	0.2299	0.4669	0.3631	0.2568	0.0001	0.0000	0.0000	0.0001	0.0000	0.2001	0.2783	0.4346	0.2801	0.0633	0.0437
8.167	0.4455	0.3509	0.2303	0.4652	0.3630	0.2562	0.0000	0.0000	0.0000	0.0000	0.0000	0.1944	0.2713	0.4349	0.2824	0.0634	0.0436
8.184	0.4420	0.3490	0.2305	0.4643	0.3623	0.2556	0.8255	0.4127	0.8255	0.0000	0.0000	0.1950	0.2695	0.4326	0.2809	0.0631	0.0439
8.200	0.4400	0.3499	0.2315	0.4634	0.3621	0.2551	0.6814	0.3407	0.6814	0.0000	0.0000	0.1953	0.2674	0.4328	0.2829	0.0633	0.0442
8.217	0.4400	0.3499	0.2315	0.4634	0.3621	0.2551	0.5625	0.2812	0.5625	0.0000	0.0000	0.1953	0.2674	0.4328	0.2829	0.0633	0.0442
8.232	0.4351	0.3453	0.2305	0.4622	0.3610	0.2544	0.4646	0.2323	0.4646	0.0000	0.0000	0.1943	0.2644	0.4269	0.2791	0.0628	0.0442
8.250	0.4188	0.3373	0.2289	0.4594	0.3591	0.2534	0.3836	0.1918	0.3836	0.0000	0.0000	0.1847	0.2558	0.4173	0.2725	0.0619	0.0444
8.266	0.4013	0.3198	0.2180	0.4561	0.3552	0.2508	0.3168	0.1584	0.3168	0.0000	0.0000	0.1778	0.2452	0.3972	0.2556	0.0585	0.0429
8.283	0.4013	0.3198	0.2180	0.4561	0.3552	0.2508	0.2616	0.1308	0.2616	0.0000	0.0000	0.1778	0.2452	0.3972	0.2556	0.0585	0.0429
8.300	0.3953	0.3067	0.2089	0.4539	0.3518	0.2482	0.2160	0.1080	0.2160	0.0000	0.0000	0.1746	0.2414	0.3829	0.2417	0.0557	0.0416
8.317	0.3828	0.2909	0.1993	0.4508	0.3477	0.2454	0.1783	0.0892	0.1783	0.0000	0.0000	0.1725	0.2324	0.3642	0.2274	0.0528	0.0401
8.333	0.3752	0.2807	0.1927	0.4481	0.3443	0.2430	0.1472	0.0736	0.1472	0.0000	0.0000	0.1692	0.2288	0.3533	0.2164	0.0506	0.0392
8.350	0.3605	0.2689	0.1860	0.4443	0.3405	0.2405	0.1215	0.0608	0.1215	0.0000	0.0000	0.1612	0.2203	0.3393	0.2057	0.0485	0.0384
8.367	0.3605	0.2689	0.1860	0.4443	0.3405	0.2405	0.1003	0.0502	0.1003	0.0000	0.0000	0.1612	0.2203	0.3393	0.2057	0.0485	0.0384
8.383	0.3632	0.2897	0.2001	0.4426	0.3426	0.2417	0.0828	0.0414	0.0828	0.0000	0.0000	0.1574	0.2240	0.3626	0.2260	0.0525	0.0406
8.400	0.3786	0.3237	0.2222	0.4426	0.3477	0.2449	0.0684	0.0342	0.0684	0.0000	0.0000	0.1599	0.2350	0.4008	0.2593	0.0588	0.0441
8.416	0.3871	0.3494	0.2377	0.4421	0.3519	0.2472	0.0565	0.0282	0.0565	0.0000	0.0000	0.1602	0.2414	0.4295	0.2845	0.0633	0.0464
8.433	0.3871	0.3494	0.2377	0.4421	0.3519	0.2472	0.0466	0.0233	0.0466	0.0000	0.0000	0.1602	0.2414	0.4295	0.2845	0.0633	0.0464
8.450	0.3877	0.3713	0.2522	0.4407	0.3560	0.2497	0.0385	0.0192	0.0385	0.0000	0.0000	0.1553	0.2434	0.4536	0.3068	0.0675	0.0486
8.466	0.3879	0.3881	0.2620	0.4394	0.3596	0.2516	0.0318	0.0159	0.0318	0.0000	0.0000	0.1521	0.2446	0.4724	0.3234	0.0704	0.0499
8.483	0.3851	0.3989	0.2689	0.4378	0.3623	0.2532	0.0262	0.0131	0.0262	0.0000	0.0000	0.1485	0.2434	0.4840	0.3350	0.0725	0.0508
8.500	0.3936	0.4111	0.2754	0.4375	0.3656	0.2548	0.0217	0.0108	0.0217	0.0000	0.0000	0.1541	0.2482	0.4979	0.3470	0.0745	0.0515
8.517	0.3936	0.4111	0.2754	0.4375	0.3656	0.2548	0.0179	0.0089	0.0179	0.0000	0.0000	0.1541	0.2482	0.4979	0.3470	0.0745	0.0515
8.533	0.3963	0.4211	0.2811	0.4368	0.3686	0.2564	0.0148	0.0074	0.0148	0.0000	0.8255	0.1563	0.2498	0.5091	0.3570	0.0761	0.0522
8.550	0.3901	0.4238	0.2827	0.4349	0.3705	0.2574	0.0122	0.0061	0.0122	0.0000	0.6814	0.1521	0.2462	0.5116	0.3608	0.0767	0.0522
8.567	0.3834	0.4273	0.2848	0.4329	0.3725	0.2584	0.0101	0.0050	0.0101	0.0000	0.5625	0.1482	0.2425	0.5150	0.3654	0.0774	0.0522
8.583	0.3834	0.4273	0.2848	0.4329	0.3725	0.2584	0.0083	0.0042	0.0083	0.0000	0.4645	0.1482	0.2425	0.5150	0.3654	0.0774	0.0522
8.600	0.3822	0.4286	0.2860	0.4315	0.3741	0.2593	0.8254	0.4127	0.8254	0.0000	0.3834	0.1482	0.2411	0.5159	0.3677	0.0778	0.0522
8.617	0.3837	0.4279	0.2852	0.4305	0.3753	0.2598	0.6814	0.3407	0.6814	0.0000	0.3165	0.1537	0.2409	0.5150	0.3677	0.0776	0.0519
8.633	0.3868	0.4287	0.2850	0.4297	0.3768	0.2604	0.5624	0.2812	0.5624	0.0000	0.2612	0.1552	0.2424	0.5159	0.3688	0.0776	0.0515
8.650	0.3858	0.4267	0.2833	0.4285	0.3778	0.2607	0.4642	0.2321	0.4642	0.0000	0.2156	0.1572	0.2411	0.5133	0.3678	0.0772	0.0510
8.667	0.3858	0.4267	0.2833	0.4285	0.3778	0.2607	0.3831	0.1916	0.3831	0.0000	0.1780	0.1572	0.2411	0.5133	0.3678	0.0772	0.0510
8.683	0.3816	0.4235	0.2802	0.4268	0.3784	0.2607	0.3163	0.1581	0.3163	0.0000	0.1469	0.1566	0.2383	0.5097	0.3651	0.0764	0.0502
8.701	0.3798	0.4210	0.2779	0.4255	0.3791	0.2608	0.2610	0.1305	0.2610	0.0000	0.1212	0.1579	0.2364	0.5061	0.3636	0.0759	0.0495
8.717	0.3744	0.4177	0.2771	0.4236	0.3795	0.2610	0.2154	0.1077	0.2154	0.0000	0.1000	0.1556	0.2331	0.5015	0.3615	0.0755	0.0494
8.734	0.3686	0.4152	0.2753	0.4216	0.3800	0.2611	0.1778	0.0889	0.1778	0.0000	0.0826	0.1509	0.2302	0.4988	0.3597	0.0751	0.0490
8.751	0.3686	0.4152	0.2753	0.4216	0.3800	0.2611	0.1467	0.0733	0.1467	0.0000	0.0681	0.1509	0.2302	0.4988	0.3597	0.0751	0.0490
8.767	0.3628	0.4170	0.2772	0.4195	0.3812	0.2618	0.1211	0.0606	0.1211	0.0000	0.0563	0.1455	0.2275	0.5000	0.3625	0.0756	0.0492
8.784	0.3630	0.4245	0.2855	0.4181	0.3836	0.2638	0.1000	0.0500	0.1000	0.0000	0.0464	0.1423	0.2285	0.5079	0.3700	0.0775	0.0510
8.800	0.3675	0.4316	0.2931	0.4173	0.3859	0.2658	0.0825	0.0413	0.0825	0.0000	0.0383	0.1433	0.2318	0.5163	0.3773	0.0793	0.0526
8.818	0.3675	0.4316	0.2931	0.4173	0.3859	0.2658	0.0681	0.0341	0.0681	0.0000	0.0316	0.1433	0.2318	0.5163	0.3773	0.0793	0.0526
8.833	0.3701	0.4338	0.2976	0.4164	0.3875	0.2673	0.0562	0.0281	0.0562	0.0000	0.0261	0.1461	0.2325	0.5188	0.3805	0.0804	0.0536
8.849	0.3633	0.4297	0.2936	0.4143	0.3879	0.2673	0.0464	0.0232	0.0464	0.0000	0.0216	0.1421	0.2289	0.5143	0.3772	0.0794	0.0526
8.867	0.3526	0.4219	0.2867	0.4116	0.3875	0.2667	0.0383	0.0192	0.0383	0.0000	0.0178	0.1363	0.2227	0.5050	0.3707	0.0776	0.0510
8.883	0.3526	0.4219	0.2867	0.4116	0.3875	0.2667	0.0317	0.0158	0.0317	0.0000	0.0147	0.1363	0.2227	0.5050	0.3707	0.0776	0.0510
8.901	0.3419	0.4159	0.2829	0.4087	0.3872	0.2665	0.0261	0.0131	0.0261	0.0000	0.0121	0.1302	0.2164	0.4975	0.3657	0.0766	0.0503
8.917	0.3363	0.4107	0.2802	0.4063	0.3870	0.2664	0.0216	0.0108	0.0216	0.0000	0.0100	0.1272	0.2130	0.4914	0.3613	0.0758	0.0498
8.934	0.3388	0.4064	0.2777	0.4049	0.3868	0.2663	0.0178	0.0089	0.0178	0.0000	0.0083	0.1313	0.2133	0.4865	0.3580	0.0751	0.0493
8.950	0.3413	0.4056	0.2752	0.4035	0.3871	0.2661	0.0147	0.0073	0.0147	0.0000	0.8258	0.1348	0.2142	0.4858	0.3572	0.0745	0.0485
8.967	0.3413	0.4056	0.2752	0.4035	0.3871	0.2661	0.0121	0.0061	0.0121	0.0000	0.6817	0.1348	0.2142	0.4858	0.3572	0.0745	0.0485
8.984	0.3437	0.4070	0.2749	0.4023	0.3878	0.2662	0.0100	0.0050	0.0100	0.0000	0.5628	0.1361	0.2156	0.4873	0.3586	0.0745	0.0482
9.001	0.3410	0.4085	0.2773	0.4004	0.3886	0.2669	0.0083	0.0041	0.0083	0.0000	0.4645	0.1335	0.2144	0.4889	0.3605	0.0750	0.0487
9.017	0.3360	0.4067	0.2770	0.3983	0.3888	0.2671	0.0068	0.0034	0.0068	0.0000	0.3835	0.1303	0.2115	0.4868	0.3590	0.0748	0.0488
9.033	0.3311	0.4012	0.2730	0.3961	0.3882	0.2666	0.0056	0.0028	0.0056	0.0000	0.3168	0.1280	0.2086	0.4810	0.3540	0.0737	0.0480
9.050	0.3311	0.4012	0.2730	0.3961	0.3882	0.2666	0.0047	0.0023	0.0047	0.0000	0.2615	0.1280	0.2086	0.4810	0.3540	0.0737	0.0480
9.067	0.3268	0.3950	0.2685	0.3938	0.3873	0.2659	0.0038	0.0019	0.0038	0.0000	0.2159	0.1277	0.2054	0.4736	0.3489	0.0726	0.0470
9.084	0.3222	0.3920	0.2666	0.3916	0.3870	0.2656	0.8256	0.4128	0.0032	0.0000	0.1783	0.1242	0.2029	0.4697	0.3465	0.0720	0.0466
9.100	0.3236	0.4073	0.3416	0.3900	0.3900	0.2798	0.6815	0.3408	0.0026	0.0000	0.1472	0.1231	0.2042	0.4765	0.3731	0.0903	0.0627
9.117	0.3236	0.4073	0.3416	0.3900	0.3900	0.2798	0.5627	0.2813	0.0022	0.0000	0.1215	0.1231	0.2042	0.4765	0.3731	0.0903	0.0627
9.133	0.3254	0.4261	0.4297	0.3885	0.3940	0.2980	0.4646	0.2323	0.0018	0.0000	0.1003	0.1223	0.2059	0.4850	0.4056	0.1120	0.0821
9.150	0.3422	0.4336	0.4839	0.3891	0.3962	0.3116	0.3835	0.1918	0.8256	0.0000	0.0828	0.1320	0.2145	0.4849	0.4224	0.1255	0.0938
9.166	0.3953	0.4387	0.5097	0.3949	0.3981	0.3208	0.3168	0.1584	0.6820	0.0000	0.0684	0.1604	0.2455	0.4931	0.4253	0.1316	0.0997
9.183	0.4261	0.4395	0.5296	0.3989	0.3993	0.3294	0.2616	0.1308	0.5632	0.0000	0.0565	0.1766	0.2619	0.4927	0.4279	0.1366	0.1041
9.200	0.4261	0.4395	0.5296	0.3989	0.3993	0.3294	0.2161	0.1080	0.4651	0.0000	0.0467	0.1766	0.2619	0.4927	0.4279	0.1366	0.1041
9.217	0.4582	0.4447	0.5312	0.4038	0.4013	0.3347	0.1784	0.0892	0.3840	0.0000	0.0385	0.1983	0.2801	0.5022	0.4277	0.1367	0.1051
9.233	0.5069	0.4513	0.5302	0.4115	0.4036	0.3395	0.1473	0.0736	0.3170	0.0000	0.0318	0.2191	0.3102	0.5171	0.4266	0.1364	0.1051
9.250	0.5259	0.4520	0.5184	0.4164	0.4050	0.3421	0.1216	0.0608	0.2617	0.0000	0.0263	0.2275	0.3218	0.5223	0.4217	0.1336	0.1025
9.266	0.5259	0.4520	0.5184	0.4164	0.4050	0.3421	0.1004	0.0502	0.2162	0.0000	0.0217	0.2275	0.3218	0.5223	0.4217	0.1336	0.1025
9.283	0.5223	0.4482	0.5024	0.4187	0.4054	0.3435	0.0829	0.0415	0.1785	0.0000	0.0179	0.2266	0.3194	0.5205	0.4152	0.1298	0.0989
9.300	0.5283	0.4449	0.4840	0.4221	0.4059	0.3441	0.0684	0.0342	0.1473	0.0000	0.0148	0.2337	0.3212	0.5199	0.4075	0.1252	0.0950
9.316	0.5015	0.4331	0.4604	0.4213	0.4046	0.3432	0.0565	0.0283	0.1217	0.0000	0.0122	0.2242	0.3053	0.5073	0.3949	0.1192	0.0902
9.333	0.4975	0.4223	0.4424	0.4228	0.4033	0.3427	0.0467	0.0233	0.1004	0.8256	0.0101	0.2260	0.3015	0.4968	0.3831	0.1144	0.0869
